"trawl","serial","date","week","j.day","station","group","species","taxa.group","n.counted","n.jar","density.l","n.measured","mean.indiv.dry.wt.ug","sd.indiv.dry.wt.ug","mean.indiv.length.mm","sd.indiv.length.mm","biomass.dry.wt.ugL"
21,840,2018-05-29,22,149,71,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
21,840,2018-05-29,22,149,71,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
21,840,2018-05-29,22,149,71,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
21,840,2018-05-29,22,149,71,"Inner","Nauplii","Immature",42,2100,0.546470435009117,42,0.136975340544231,0.146338852557957,0.176478571428571,0.0666527167605938,0.0748529739327277
22,842,2018-05-29,22,149,66,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
22,842,2018-05-29,22,149,66,"Inner","Nauplii","Immature",6,300,0.0370391848546325,6,0.0637612164144793,0.0255751538395484,0.1387,0.0221166905300047,0.00236166348133213
23,844,2018-05-29,22,149,44,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Calanoid copepodid","Calanoid",1,50,0.00512845016316898,1,5.08315817338915,NA,0.8726,NA,0.0260687233637314
23,844,2018-05-29,22,149,44,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
23,844,2018-05-29,22,149,44,"Inner","Nauplii","Immature",89,4450,0.45643206452204,33,0.0968349687265332,0.0799759852892745,0.15926875,0.0436048342799356,0.0441985846937787
24,846,2018-05-29,22,149,45,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
24,846,2018-05-29,22,149,45,"Inner","Nauplii","Immature",16,800,0.102230863692182,16,0.11623926068934,0.117519851955274,0.16636875,0.0605729391587806,0.0118832400152118
25,848,2018-05-29,22,149,87,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
25,848,2018-05-29,22,149,87,"Inner","Nauplii","Immature",2,100,0.0147199503101085,2,0.139407055681082,0.0992034677643907,0.1884,0.0603869191133312,0.00205206493250405
26,850,2018-06-04,23,155,139,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
26,850,2018-06-04,23,155,139,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
26,850,2018-06-04,23,155,139,"Outer","Calanoid copepodid","Calanoid",5,250,0.0214059102530799,5,10.641419085557,7.95678459655094,1.0956,0.43968634274901,0.227789261910846
26,850,2018-06-04,23,155,139,"Outer","Cyclopoid copepodid","Cyclopoid",2,100,0.00856236410123197,2,2.69897276148135,1.41336147304805,0.65855,0.149553084220955,0.0231095874831108
26,850,2018-06-04,23,155,139,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
26,850,2018-06-04,23,155,139,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
26,850,2018-06-04,23,155,139,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
26,850,2018-06-04,23,155,139,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
26,850,2018-06-04,23,155,139,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
26,850,2018-06-04,23,155,139,"Outer","Leptodiaptomus","Calanoid",17,850,0.0727800948604718,17,18.0802390413539,4.38202742450669,1.47079411764706,0.147811913722255,1.31588151252974
26,850,2018-06-04,23,155,139,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
26,850,2018-06-04,23,155,139,"Outer","Nauplii","Immature",563,28150,2.4103054944968,32,0.229582669017453,0.287292608222014,0.221116666666667,0.0775994893483613,0.553364368574007
27,852,2018-06-04,23,155,525,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
27,852,2018-06-04,23,155,525,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
27,852,2018-06-04,23,155,525,"Outer","Calanoid copepodid","Calanoid",3,150,0.0475451887358869,3,3.4988019821932,0.185892959632918,0.746666666666667,0.0165170618856179,0.166351200592871
27,852,2018-06-04,23,155,525,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
27,852,2018-06-04,23,155,525,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
27,852,2018-06-04,23,155,525,"Outer","Diacyclops","Cyclopoid",1,50,0.0158483962452956,1,9.322931802777,NA,1.1235,NA,0.147753517378278
27,852,2018-06-04,23,155,525,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
27,852,2018-06-04,23,155,525,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
27,852,2018-06-04,23,155,525,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
27,852,2018-06-04,23,155,525,"Outer","Leptodiaptomus","Calanoid",6,300,0.0950903774717738,6,13.655247952539,5.2826503049387,1.29425,0.228116485594531,1.2984826822776
27,852,2018-06-04,23,155,525,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
27,852,2018-06-04,23,155,525,"Outer","Nauplii","Immature",366,18300,5.8005130257782,32,0.23044376622891,0.168817084420585,0.226556666666667,0.0690913222922528,1.33669206772018
28,854,2018-06-04,23,155,33,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
28,854,2018-06-04,23,155,33,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
28,854,2018-06-04,23,155,33,"Outer","Calanoid copepodid","Calanoid",1,50,0.0243534256439491,1,1.40267962041401,NA,0.5103,NA,0.0341600538380354
28,854,2018-06-04,23,155,33,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
28,854,2018-06-04,23,155,33,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
28,854,2018-06-04,23,155,33,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
28,854,2018-06-04,23,155,33,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
28,854,2018-06-04,23,155,33,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
28,854,2018-06-04,23,155,33,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
28,854,2018-06-04,23,155,33,"Outer","Leptodiaptomus","Calanoid",4,200,0.0974137025757962,4,13.6316772515364,3.75920980415459,1.307825,0.144001582745931,1.32791215339041
28,854,2018-06-04,23,155,33,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
28,854,2018-06-04,23,155,33,"Outer","Nauplii","Immature",177,8850,4.31055633897898,32,0.239577781123189,0.207821356829501,0.22638,0.0785278926944718,1.03271352309908
29,856,2018-06-04,23,155,526,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
29,856,2018-06-04,23,155,526,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
29,856,2018-06-04,23,155,526,"Outer","Calanoid copepodid","Calanoid",2,166.666666666667,0.0372269251540157,2,26.7418199558475,33.4392051871465,1.48955,1.10273302526042,0.995515729978498
29,856,2018-06-04,23,155,526,"Outer","Cyclopoid copepodid","Cyclopoid",1,83.3333333333333,0.0186134625770079,1,3.07791726413682,NA,0.708,NA,0.0572906978111371
29,856,2018-06-04,23,155,526,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
29,856,2018-06-04,23,155,526,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
29,856,2018-06-04,23,155,526,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
29,856,2018-06-04,23,155,526,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
29,856,2018-06-04,23,155,526,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
29,856,2018-06-04,23,155,526,"Outer","Leptodiaptomus","Calanoid",3,250,0.0558403877310236,3,6.93457233917111,0.987152663522209,0.9915,0.059401094266015,0.387229208168146
29,856,2018-06-04,23,155,526,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
29,856,2018-06-04,23,155,526,"Outer","Nauplii","Immature",375,31250,6.98004846637795,32,0.253352636095935,0.300784782336415,0.22709,0.0879296009551842,1.76841367903424
30,858,2018-06-04,23,155,527,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
30,858,2018-06-04,23,155,527,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
30,858,2018-06-04,23,155,527,"Outer","Calanoid copepodid","Calanoid",1,50,0.0122569283214605,1,3.23889840077364,NA,0.7232,NA,0.0396989455387756
30,858,2018-06-04,23,155,527,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
30,858,2018-06-04,23,155,527,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
30,858,2018-06-04,23,155,527,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
30,858,2018-06-04,23,155,527,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
30,858,2018-06-04,23,155,527,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
30,858,2018-06-04,23,155,527,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
30,858,2018-06-04,23,155,527,"Outer","Leptodiaptomus","Calanoid",3,150,0.0367707849643816,3,11.4597410473869,9.13129528438139,1.167,0.380917681395863,0.421383673800961
30,858,2018-06-04,23,155,527,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
30,858,2018-06-04,23,155,527,"Outer","Nauplii","Immature",405,20250,4.96405597019151,32,0.178291381554323,0.126672197552738,0.203896666666667,0.0614163994909892,0.885048397038429
31,860,2018-06-05,23,156,87,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
31,860,2018-06-05,23,156,87,"Inner","Nauplii","Immature",11,550,0.0926091353446823,11,0.0718076204279433,0.029422481863376,0.1455,0.0234289564428295,0.00665004163899097
32,862,2018-06-05,23,156,45,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Leptodiaptomus","Calanoid",1,50,0.0122569283214605,1,15.2796530974433,NA,1.3803,NA,0.187281612792144
32,862,2018-06-05,23,156,45,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
32,862,2018-06-05,23,156,45,"Inner","Nauplii","Immature",26,1300,0.318680136357974,26,0.111481945179758,0.0906006072494742,0.167261538461538,0.0508878930742712,0.0355270814913375
33,864,2018-06-05,23,156,44,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Calanoid copepodid","Calanoid",3,150,0.0281624881816,3,13.694643477283,8.50837739676812,1.2707,0.368043530034152,0.385675235080207
33,864,2018-06-05,23,156,44,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
33,864,2018-06-05,23,156,44,"Inner","Nauplii","Immature",19,950,0.178362425150133,19,0.102173588479372,0.0858162896465311,0.163357894736842,0.0436870857575589,0.0182239290274726
34,866,2018-06-05,23,156,66,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
34,866,2018-06-05,23,156,66,"Inner","Nauplii","Immature",3,150,0.0360116461780201,3,0.309934780064918,0.35106622050523,0.2449,0.121923131521463,0.0111612616379603
35,868,2018-06-05,23,156,71,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
35,868,2018-06-05,23,156,71,"Inner","Nauplii","Immature",13,650,0.164991966913849,13,0.332175329903221,0.264817682701268,0.2571,0.0985302153318125,0.054806261040989
36,870,2018-06-12,24,163,527,"Outer","Bosmina","Cladoceran",1,50,0.00538992386789602,1,0.336460735758148,NA,0.2529,NA,0.0018134977502727
36,870,2018-06-12,24,163,527,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
36,870,2018-06-12,24,163,527,"Outer","Nauplii","Immature",45,2250,0.242546574055321,31,0.0790246670647878,0.111842672836985,0.142113333333333,0.0480006877345367,0.0191671622624266
37,872,2018-06-12,24,163,526,"Outer","Bosmina","Cladoceran",1,50,0.00444694483555858,1,1.07773186174478,NA,0.3709,NA,0.00479261413670287
37,872,2018-06-12,24,163,526,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
37,872,2018-06-12,24,163,526,"Outer","Calanoid copepodid","Calanoid",6,300,0.0266816690133515,6,8.93572457095815,11.0219269622311,0.926766666666667,0.554920223695863,0.238420045396777
37,872,2018-06-12,24,163,526,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
37,872,2018-06-12,24,163,526,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
37,872,2018-06-12,24,163,526,"Outer","Diacyclops","Cyclopoid",1,50,0.00444694483555858,1,5.2853809482761,NA,0.8869,NA,0.0235037975118961
37,872,2018-06-12,24,163,526,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
37,872,2018-06-12,24,163,526,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
37,872,2018-06-12,24,163,526,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
37,872,2018-06-12,24,163,526,"Outer","Leptodiaptomus","Calanoid",1,50,0.00444694483555858,1,14.3688013013157,NA,1.3454,NA,0.0638972667400533
37,872,2018-06-12,24,163,526,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
37,872,2018-06-12,24,163,526,"Outer","Nauplii","Immature",105,5250,0.46692920773365,32,0.240476238816173,0.285479886637286,0.20493,0.114547782982504,0.112285379669204
38,874,2018-06-12,24,163,33,"Outer","Bosmina","Cladoceran",7,350,0.0353918805282173,7,0.748884376045839,0.277737663971584,0.324785714285714,0.040006475666298,0.0265044263664629
38,874,2018-06-12,24,163,33,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
38,874,2018-06-12,24,163,33,"Outer","Calanoid copepodid","Calanoid",2,100,0.0101119658652049,2,14.6891953506381,4.77218366667638,1.34895,0.185332687348994,0.148536641972979
38,874,2018-06-12,24,163,33,"Outer","Cyclopoid copepodid","Cyclopoid",4,200,0.0202239317304099,4,1.0020866640075,0.363850723393513,0.43755,0.0716097991432271,0.0202661322808418
38,874,2018-06-12,24,163,33,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
38,874,2018-06-12,24,163,33,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
38,874,2018-06-12,24,163,33,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
38,874,2018-06-12,24,163,33,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
38,874,2018-06-12,24,163,33,"Outer","Holopedium","Cladoceran",1,50,0.00505598293260247,1,0.31251231946028,NA,0.3626,NA,0.00158005695341918
38,874,2018-06-12,24,163,33,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
38,874,2018-06-12,24,163,33,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
38,874,2018-06-12,24,163,33,"Outer","Nauplii","Immature",13,650,0.0657277781238321,13,0.175004285903396,0.191438919294185,0.188461538461538,0.089421972863325,0.0115026428745781
39,876,2018-06-12,24,163,525,"Outer","Bosmina","Cladoceran",4,200,0.0121369975159668,4,0.522339302401319,0.209453940965353,0.28825,0.0391477968728765,0.00633963081573663
39,876,2018-06-12,24,163,525,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
39,876,2018-06-12,24,163,525,"Outer","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
39,876,2018-06-12,24,163,525,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
39,876,2018-06-12,24,163,525,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
39,876,2018-06-12,24,163,525,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
39,876,2018-06-12,24,163,525,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
